4,1,1,2,0,0
4,2,1,1,0,0
4,3,0,1,1,0
4,4,1,0,1,0
4,5,0,1,0,1
4,6,0,0,1,1
4,7,0,0,0,1
4,8,1,0,1,1
4,9,0,1,0,1
4,10,1,0,1,0
4,11,0,1,1,0
4,12,0,0,1,1
4,13,0,0,1,1
4,14,1,0,1,0
4,15,1,1,0,0
4,16,0,1,0,1
4,17,1,0,0,1
4,18,1,1,0,0
4,19,0,1,0,0
4,20,1,0,1,1
4,21,0,1,1,0
4,22,1,0,0,1
4,23,1,1,0,0
4,24,0,1,0,1
4,25,1,0,0,1
4,26,1,1,0,0
4,27,1,1,0,0
4,28,1,1,0,0
4,29,0,1,0,1
4,30,2,0,1,0
5,1,1,2,1,0
5,2,0,1,0,0
5,3,0,0,1,1
5,4,0,0,1,1
5,5,1,0,1,0
5,6,1,1,0,1
5,7,0,1,1,0
5,8,0,0,1,1
5,9,1,0,1,0
5,10,1,1,0,1
5,11,0,1,0,1
5,12,0,0,1,1
5,13,0,0,1,1
5,14,0,0,1,1
5,15,1,0,1,0
5,16,1,1,1,0
5,17,1,1,0,0
5,18,1,1,0,0
5,19,0,1,0,0
5,20,0,0,1,1
5,21,0,0,1,1
5,22,1,0,1,0
5,23,0,1,1,0
5,24,1,0,1,0
5,25,1,1,0,0
5,26,0,1,0,0
5,27,1,0,1,0
5,28,1,1,1,0
5,29,0,1,1,0
5,30,2,0,0,1
6,1,1,2,0,1
6,2,0,1,1,0
6,3,1,0,0,1
6,4,0,1,0,1
6,5,0,0,0,1
6,6,1,0,1,0
6,7,0,1,0,1
6,8,0,0,1,1
6,9,0,0,0,1
6,10,1,0,0,0
6,11,1,1,0,0
6,12,0,1,0,1
6,13,0,0,1,1
6,14,0,0,0,1
6,15,0,0,1,1
6,16,1,0,0,1
6,17,1,1,0,0
6,18,1,1,0,0
6,19,0,1,1,0
6,20,0,0,1,1
6,21,0,0,1,1
6,22,0,0,1,1
6,23,0,0,1,1
6,24,1,0,0,1
6,25,1,1,0,0
6,26,1,1,0,0
6,27,0,1,0,1
6,28,0,0,1,1
6,29,0,0,1,1
6,30,2,0,0,0
7,1,1,2,0,0
7,2,0,1,0,1
7,3,1,0,1,0
7,4,1,1,0,0
7,5,0,1,1,0
7,6,1,0,0,1
7,7,1,1,0,0
7,8,0,1,0,1
7,9,1,0,1,0
7,10,1,1,0,0
7,11,1,1,0,0
7,12,1,1,1,0
7,13,0,1,0,1
7,14,1,0,1,0
7,15,0,1,0,1
7,16,1,0,1,0
7,17,1,1,0,0
7,18,0,1,1,0
7,19,1,0,0,1
7,20,0,1,1,1
7,21,0,0,0,1
7,22,0,0,0,1
7,23,1,0,0,1
7,24,1,1,0,0
7,25,1,1,0,0
7,26,1,1,0,0
7,27,1,1,0,0
7,28,0,1,1,1
7,29,0,0,0,1
7,30,2,0,1,0
8,1,0,2,0,0
8,2,1,0,1,0
8,3,1,1,0,1
8,4,1,1,0,0
8,5,1,1,0,1
8,6,0,1,1,0
8,7,1,0,1,0
8,8,0,1,1,0
8,9,1,0,0,1
8,10,1,1,1,0
8,11,0,1,1,0
8,12,0,0,0,1
8,13,1,0,1,0
8,14,0,1,1,1
8,15,1,0,0,0
8,16,0,1,0,1
8,17,0,0,1,0
8,18,1,0,1,1
8,19,0,1,0,0
8,20,1,0,0,1
8,21,1,1,1,0
8,22,1,1,0,0
8,23,1,1,1,0
8,24,1,1,0,0
8,25,0,1,0,0
8,26,1,0,1,0
8,27,0,1,1,0
8,28,1,0,0,1
8,29,1,1,0,0
8,30,2,1,0,1
9,1,0,2,1,0
9,2,1,0,0,1
9,3,0,1,0,0
9,4,1,0,1,0
9,5,0,1,1,0
9,6,0,0,1,1
9,7,0,0,1,1
9,8,1,0,0,1
9,9,1,1,0,0
9,10,0,1,0,1
9,11,0,0,1,1
9,12,1,0,1,0
9,13,0,1,0,1
9,14,1,0,0,1
9,15,0,1,1,0
9,16,1,0,1,0
9,17,0,1,0,1
9,18,1,0,0,1
9,19,1,1,0,0
9,20,0,1,1,0
9,21,1,0,0,1
9,22,1,1,0,0
9,23,0,1,0,1
9,24,1,0,1,0
9,25,1,1,0,0
9,26,0,1,1,1
9,27,1,0,0,1
9,28,1,1,0,0
9,29,1,1,0,0
9,30,2,1,0,0
10,1,1,2,0,1
10,2,1,1,0,0
10,3,1,1,0,0
10,4,0,1,1,1
10,5,0,0,0,1
10,6,0,0,1,1
10,7,0,0,1,1
10,8,1,0,0,0
10,9,0,1,1,0
10,10,1,0,1,0
10,11,0,1,0,1
10,12,0,0,1,1
10,13,1,0,1,0
10,14,0,1,1,0
10,15,0,0,1,1
10,16,0,0,1,1
10,17,1,0,1,0
10,18,1,1,0,0
10,19,1,1,1,0
10,20,0,1,0,1
10,21,1,0,1,0
10,22,1,1,0,0
10,23,1,1,0,0
10,24,0,1,0,1
10,25,0,0,1,0
10,26,0,0,1,1
10,27,1,0,0,0
10,28,1,1,0,0
10,29,0,1,1,0
10,30,2,0,0,0
11,1,0,2,0,0
11,2,1,0,1,0
11,3,1,1,0,0
11,4,0,1,0,1
11,5,1,0,1,0
11,6,0,1,0,1
11,7,1,0,0,1
11,8,0,1,1,0
11,9,1,0,0,1
11,10,1,1,0,1
11,11,1,1,0,0
11,12,1,1,0,1
11,13,0,1,0,1
11,14,0,0,1,1
11,15,0,0,1,1
11,16,0,0,0,1
11,17,1,0,1,1
11,18,0,1,1,0
11,19,0,0,1,1
11,20,1,0,1,0
11,21,1,1,0,1
11,22,0,1,0,0
11,23,1,0,1,0
11,24,1,1,0,0
11,25,0,1,0,1
11,26,1,0,0,1
11,27,1,1,1,0
11,28,0,1,1,0
11,29,1,0,0,1
11,30,2,1,1,0
12,1,1,2,0,0
12,2,1,1,0,1
12,3,1,1,0,0
12,4,1,1,0,0
12,5,1,1,0,1
12,6,1,1,0,0
12,7,0,1,1,0
12,8,0,0,1,1
12,9,0,0,1,0
12,10,1,0,1,0
12,11,1,1,0,0
12,12,1,1,0,0
12,13,0,1,1,0
12,14,0,0,1,1
12,15,1,0,0,1
12,16,0,1,1,0
12,17,1,0,0,1
12,18,0,1,0,1
12,19,0,0,1,1
12,20,0,0,1,1
12,21,0,0,1,0
12,22,1,0,1,0
12,23,0,1,0,1
12,24,1,0,1,0
12,25,1,1,0,0
12,26,1,1,0,0
12,27,0,1,0,1
12,28,1,0,0,1
12,29,0,1,0,0
12,30,2,0,0,1
13,1,1,2,0,0
13,2,0,1,1,0
13,3,1,0,0,0
13,4,1,1,0,0
13,5,0,1,0,0
13,6,1,0,1,0
13,7,0,1,0,1
13,8,0,0,1,1
13,9,0,0,1,1
13,10,0,0,1,1
13,11,1,0,1,0
13,12,1,1,0,0
13,13,0,1,0,1
13,14,0,0,1,1
13,15,1,0,1,0
13,16,0,1,0,1
13,17,1,0,1,0
13,18,1,1,0,0
13,19,0,1,1,1
13,20,0,0,1,1
13,21,0,0,1,1
13,22,0,0,1,1
13,23,0,0,1,0
13,24,1,0,0,1
13,25,1,1,0,0
13,26,0,1,1,0
13,27,1,0,1,0
13,28,1,1,0,0
13,29,1,1,1,0
13,30,2,1,0,0
14,1,0,2,1,0
14,2,1,0,0,1
14,3,0,1,1,0
14,4,1,0,1,0
14,5,1,1,1,0
14,6,0,1,0,1
14,7,1,0,1,0
14,8,0,1,0,1
14,9,0,0,1,1
14,10,0,0,0,1
14,11,0,0,1,1
14,12,1,0,1,0
14,13,1,1,0,0
14,14,1,1,0,1
14,15,0,1,0,1
14,16,1,0,1,0
14,17,0,1,0,1
14,18,1,0,1,0
14,19,0,1,0,1
14,20,1,0,0,1
14,21,0,1,0,1
14,22,0,0,1,1
14,23,1,0,0,1
14,24,1,1,1,0
14,25,1,1,0,0
14,26,0,1,0,1
14,27,1,0,0,1
14,28,0,1,1,0
14,29,0,0,1,1
14,30,2,0,0,0
15,1,0,2,2,1
15,2,0,0,2,0
15,3,0,0,2,1
15,4,0,0,2,1
15,5,0,0,2,1
15,6,1,0,2,0
15,7,0,1,2,1
15,8,0,0,2,0
15,9,1,0,2,1
15,10,0,1,2,0
15,11,0,0,2,1
15,12,0,0,2,1
15,13,0,0,2,0
15,14,1,0,2,0
15,15,0,1,2,0
15,16,0,0,2,1
15,17,0,0,2,0
15,18,0,0,2,1
15,19,1,0,2,0
15,20,0,1,2,0
15,21,1,0,2,0
15,22,0,1,2,1
15,23,0,0,2,0
15,24,0,0,2,1
15,25,1,0,2,0
15,26,1,1,2,0
15,27,0,1,2,0
15,28,0,0,2,1
15,29,0,0,2,1
15,30,2,0,2,0
